id_TMDB,id_IMDB,nome,nacionalidade,num_oscars
1742624,nm6162831,Louis Ashbourne Serkis,"Haringey, London, England, UK",0
1771,nm0000610,Giovanni Ribisi,"Los Angeles, California, USA",0
145184,,Sandra Echeverría,"Mexico City, México",0
1366577,nm0796941,Howard Siegel,,0
31923,nm0203882,Oliver Ford Davies,Ealing - London - England - UK,0
20755,nm0418853,Natalia Safran,"Poznań, Poland",0
1802796,,Ruth Steele,,0
1395050,nm2844430,Michael Ellison,Ethiopia,0
13240,nm0000242,Mark Wahlberg,"Boston, Massachusetts, USA",0
9281,nm0006969,Elizabeth Banks,"Pittsfield, Massachusetts, USA",0
19326,nm0668123,John Paxton,"Kansas City, Missouri USA",0
1451076,,Rogelio T. Ramos,,0
1221121,nm0445022,Dennis Keiffer,,0
12,nm1071252,Alexander Gould,"Los Angeles, California, USA",0
43373,nm0385391,Aaron Himelstein,"Buffalo Grove, Illinois, USA",0
48312,nm0781913,Noah Segan,"Brooklyn, New York City, New York, USA",0
175606,nm0624289,Carolyn Neff,,0
110872,nm1456647,Gerard Monaco,,0
1186354,nm1480106,Jason Fitch,,0
1283880,nm1489831,Miriam Lucia,,0
37825,nm0648416,Afemo Omilami,"Petersburg, Virginia, USA",0
1664752,nm6620255,Lara Decaro,,0
1362815,nm0946521,David Yarovesky,,0
74242,nm0924154,Shea Whigham,"Tallahassee, Florida, USA",0
17477,nm0910040,Harriet Walter,"London, England, UK",0
1337712,nm0846615,Sean T. Krishnan,,0
13,nm0000983,Albert Brooks,"Beverly Hills, California, USA",0
105657,nm1832674,Richard Christy,"Fort Scott, Kansas, USA",0
77303,nm1281653,Wang Xueqi,"Beijing, China",0
1397016,nm4369305,Chen He,Fuzhou，Fujian Province，China,0
47670,nm0813066,Cristian Solimeno,"London, England, UK",0
1382187,nm4737765,Kaitlyn Robrock,"San Diego, California, U.S.",0
1774532,nm5901379,James Harkness,,0
34544,nm0367176,Joshua Harto,"Huntington, West Virginia, USA",0
1691930,,Tiffany L. Addison,,0
1561545,,Liam Matthews,,0
101255,nm0466534,Inna Korobkina,"Magadan, Russia",0
25090,nm0457436,Jeffery Kissoon,"Trinidad, Trinidad and Tobago",0
1797000,,Gemma Padley,,0
1181426,nm2038170,Valorie Curry,"Orange County, California, USA",0
1395056,nm3649584,Stephanie Koenig,,0
1895,nm0005348,Carl Reiner,"The Bronx, New York City, New York, USA",0
172809,nm0446219,Brad Kelly,,0
15556,nm0356017,Rebecca Hall,"London, England, UK",0
11769,nm0001646,Ted Raimi,"Detroit, Michigan, USA",0
1797001,,Jamie Yeates,,0
2258733,nm7739127,Akira Akbar,,0
20766,nm0001290,Richard E. Grant,"Mbabane, Swaziland",0
14,nm0001122,Ellen DeGeneres,"Metairie, Louisiana, USA",0
78798,nm0444786,Tom Kenny,"Syracuse, New York, USA",0
1691935,,Anish Jethmalani,"Chicago, Illinois, USA ",0
1526130,nm5339326,Kurt Egyiawan,,0
516,nm0000906,Annette Bening,"Topeka, Kansas, USA",0
15557,nm0174374,Bill Condon,"New York City, New York, USA",1
211521,nm1546206,Warren Brown,"Warrington, Cheshire, England",0
100085,nm1208004,Paul Kasey,"Chatham, Kent, England, UK",0
117642,nm0597388,Jason Momoa,"Honolulu, Hawaii, USA",0
1029934,nm6819854,Justice Smith,"Los Angeles, California, USA",0
19540,nm0191520,Peter Cullen,"Montreal, Quebec, Canada",0
17479,nm0316702,Matyelok Gibbs,,0
126458,nm1404324,Joe Van Moyland,,0
1224993,nm0088566,Wolf Blitzer,"Augsburg, Germany",0
84338,nm1561424,Clint Carleton,"Kelowna, British Columbia, Canada",0
578512,nm3207271,Marc Zinga,"Likasi, Repubblica Democratica del Congo",0
2366019,nm0050035,Andy Bale,,0
1260745,nm0297306,Tony Fucile,"San Francisco, California, USA",0
1944459,nm7066351,Jacob Fortune-Lloyd,,0
515,nm0000335,Glenn Close,"Greenwich, Connecticut, USA",0
59129,nm1049982,Óscar Jaenada,"Esplugues de Llobregat, Barcelona, Catalonia, Spain",0
55085,nm1720028,Amber Heard,"Austin, Texas, USA",0
1647688,nm4979953,Zoe Rainey,,0
19541,nm0752699,Mark Ryan,Doncaster - Yorkshire - England - UK,0
82434,nm0701460,Wayne Pygram,Cootamundra - New South Wales - Australia,0
1624444,nm3995719,Ronan Raftery,"Dublin, Ireland ",0
37153,nm2368789,Zoë Kravitz,"Los Angeles, California, USA",0
110075,nm0063311,Paul Bazely,,0
155861,nm0092118,Bruce Bohne,,0
154182,nm0857290,Iqbal Theba,"Karachi, Pakistan",0
1173241,nm2263709,Jason Piper,,0
1192915,nm3295837,Godfrey Gao,"Taipei, Taiwan",0
1796478,,Alec Hopkins,,0
56522,nm0053390,Gillian Barber,"Coventry, West Midlands, England, UK",0
2956,nm0001605,Amanda Peet,"New York City, New York, USA",0
1796479,,James Walters,,0
9289,nm0557219,Michael Massee,Kansas City - Missouri - USA,0
518,nm0000362,Danny DeVito,"Asbury Park, New Jersey, USA",0
1796480,,Charles Hughes,,0
1796481,,James Utechin,,0
40138,nm0658860,James Palumbo,,0
96841,nm0507535,Matthew Lewis,"Leeds, West Yorkshire, England, UK",0
63280,nm1443303,Ethan Cohn,New York City - New York - USA,0
8,nm0881279,Lee Unkrich,"Cleveland, Ohio, USA",2
1796482,,Lauren Shotton,,0
2955853,,Filip Cvijetic,,0
602403,nm0541582,Sam Mancuso,,0
25134,nm1432313,Shane Rangi,,0
1796483,,Peter Best,,0
17485,nm0001624,Oliver Platt,"Windsor, Ontario, Canada",0
78804,nm2439994,Jocelin Donahue,"Bristol, Connecticut, USA",0
1394427,nm4255507,Travis Jeffery,"Melbourne, Victoria, Australia",0
1691940,,Tiffany Bedwell,,0
27530,nm0482141,Don Lake,"Toronto, Ontario,  Canada",0
1796484,,Tav MacDougall,,0
90633,nm2933757,Gal Gadot,"Rosh Ha'ayin, Israel",0
1796485,,Richard Trinder,,0
1416396,nm5279916,Leigh Gill,,0
38709,nm0899487,Tom Virtue,"Sherman, Texas, USA",0
2299707,,Mackenzie Bryce,,0
18,nm0004951,Brad Garrett,"Woodland Hills, Los Angeles, California, USA",0
1366606,nm0504995,Simon Leung,,0
1101,nm0001835,Carl Weathers,"New Orleans, Louisiana, USA",0
77315,nm0597235,Robert Moloney,,0
1610710,nm6729880,Chuku Modu,,0
1091324,nm3008739,Rob Delaney,"Boston, Massachusetts, USA",0
936846,nm0607917,Alicia Morton,"Gonzales, Texas, USA",0
59783,nm1146844,Johnny A. Sanchez,"Los Angeles, California, USA",0
37158,nm0252238,Carmen Ejogo,"London, England, UK",0
2467593,,Matthew 'Spider' Kimmel,,0
90634,nm1885797,Don Omar,"Carolina, Puerto Rico",0
1797002,,Edward Randell,,0
130253,nm1334869,Logan Marshall-Green,"Charleston, South Carolina, USA",0
2467594,,Stephen 'Cajun' Del Bagno,,0
2064907,,Bill Wise,,0
1797003,,Helen Stuart,,0
1201979,nm1069500,Sam Logan Khaleghi,,0
19,nm0005049,Allison Janney,"Boston, Massachusetts, USA",1
1456721,nm0338123,Marian Green,,0
1356758,nm5057169,Thomasin McKenzie,"Wellington, New Zealand",0
25679,nm1050820,Richard Katz,,0
19975,nm0742146,Michael Rosenbaum,"Oceanside, New York, USA",0
59784,nm0016141,Carlos Alazraqui,"Sacramento, California, USA",0
2954,nm0942482,Jeffrey Wright,"Washington, D.C., USA",0
971049,nm2916966,David Ajala,"Hackney, London, England",0
59145,nm1180243,Danny McCarthy,,0
1309902,nm4217782,Paul Andrew O'Connor,,0
1691945,,Natalee Arteaga,"Chicago, Illinois, USA ",0
1797010,,Sitara Shah,,0
20,nm0001610,Elizabeth Perkins,"Queens, New York, USA",0
524,nm0000204,Natalie Portman,"Jerusalem, Israel",1
1742654,nm1939401,Jane Fowler,,0
1673059,,Steve Morphew,,0
1797011,,Jennifer Smith,,0
140368,nm0962360,Oliver Phelps,Birmingham - England - UK,0
47698,nm0493200,Denis Lawson,"Perthshire, Scotland, UK",0
1471446,nm5364677,Owais Ahmed,,0
2440,nm0631490,Bill Nighy,"Caterham, Surrey, England, United Kingdom",0
1830409,nm3834375,Blanca Araceli,,0
59147,nm1469085,Anne Wittman,,0
1599245,,George Lasha,,0
1473749,nm4561678,Tyler Dean Flores,,0
1015829,nm1284927,Barry Aird,,0
33293,nm0655959,David Paetkau,"Vancouver, British Columbia, Canada",0
956224,nm0915488,Jamie Waylett,"London, England, UK",0
1599247,,Sargon Yelda,,0
13275,nm0038355,Tadanobu Asano,"Yokohama, Kanagawa Prefecture, Japan",0
140367,nm2121541,Evanna Lynch,"Termonfeckin, Ireland",0
96851,nm0962359,James Phelps,"Birmingham, England, UK",0
1691946,nm4182099,Keith D. Gallagher,,0
1797012,nm1600606,Ekow Quartey,"London, England, UK",0
1797013,,Kandice Morris,,0
2441,nm0390903,Tom Hollander,"Oxford, Oxfordshire, England, UK",0
1216011,nm1022918,Andy Powers,,0
2320778,,Michael Edward Thomas,,0
1830412,,Chris Triana,,0
1219797,nm0562775,Mimi Maynard,,0
1796489,,Lisa Wood,,0
96066,nm2955013,Liam Hemsworth,"Melbourne, Victoria, Australia",0
526,nm0001305,Lukas Haas,"West Hollywood, California, USA",0
1451088,nm0401235,Karen Huie,,0
1049916,nm2193120,Hannah Gross,"West Bloomfield, Michigan, USA",0
22,nm0402032,Barry Humphries,"Camberwell, Melbourne, Australia",0
209884,nm1118408,Emil Hoștină,"Medgidia, Constanța, Romania",0
1810,nm0005132,Heath Ledger,"Perth, Western Australia, Australia",1
1742659,,Kraig Thornber,,0
168242,nm0391885,Jim Holmes,,0
2659293,,Temirlan Blaev,,0
1690518,nm3425694,Rekha Luther,,0
2659294,,Josiah Oniha,,0
2659295,,Sara Heller,,0
183820,nm0918184,Guri Weinberg,,0
1567114,nm3524964,Alexa Kahn,,0
23,nm0402730,Bill Hunter,"Ballarat, Victoria, Australia",0
31960,nm0121519,Zlatko Burić,"Osijek, Croatia",0
866906,nm3573561,Kelly Washington,Alpharetta - Georgia - USA,0
1561568,,Daniel Barker,,0
1599251,nm3338257,Andy Cheung,,0
1822223,,Otis Dhanji,,0
1108,nm0000948,Shane Black,"Pittsburgh, Pennsylvania, USA",0
168246,nm0508397,Donald Li,,0
1994255,,Gabriella Petkova,,0
964421,nm1594381,Aaron Lazar,Cherry Hill - New Jersey - USA,0
525,nm0634240,Christopher Nolan,"Westminster, London, England, UK",0
11159,nm0001507,Cheech Marin,"Los Angeles, California, USA",0
400612,nm0208756,Xavier de Guillebon,,0
1797014,,Samantha Clinch,,0
1038939,nm0527596,Mike Lutz,,0
2449,nm0573618,Kevin McNally,"Bristol, England, UK",0
1797015,,Lewis Barnshaw,,0
8210,nm0004747,Wes Bentley,"Jonesboro, Arkansas, USA",0
17495,nm0000588,Martha Plimpton,"New York City, New York, USA",0
1812,nm0931329,Michelle Williams,"Kalispell, Montana, USA",0
1462583,nm1820079,Melissa Goodwin Shepherd,,0
5960,nm0005316,Mary Kay Place,"Tulsa, Oklahoma, USA",0
1430505,nm2598189,Adam Ganne,,0
1232399,nm0050607,Doug Ballard,,0
105701,nm0063218,Joe Bays,,0
1678566,,Joseph Luis Caballero,,0
1170011,nm5195221,Leati Joseph Anoa'i,"Pensacola, Florida, USA",0
529,nm0001602,Guy Pearce,"Ely, Cambridgeshire, England, UK",0
2450,nm1266413,Lauren Maher,,0
1115,nm0334318,Stephen Graham,"Kirkby, Lancashire, England, UK",0
2268393,,Jill Sayre," Los Angeles, California, USA",0
117654,nm0827664,David Sterne,,0
1802261,nm7244330,Gemma Fray,,0
1802266,,Adelaide Morgan,,0
102713,nm0761438,John Sanderford,"Florida, USA",0
1767250,nm7567556,Ariana Greenblatt,"New York, New York, USA",0
1053673,nm2713087,Jack Laskey,,0
1813,nm0004266,Anne Hathaway,"Brooklyn, New York,  USA",1
1802267,,Timia Julien-Box,,0
232979,nm3270798,Cory Peterson,,0
55901,nm1801841,Gemma Ward,"Perth, Western Australia, Australia",0
2962,nm0289343,Robert Foxworth,"Houston, Texas, USA",0
2451,nm0636156,Alex Norton,"Glasgow, Scotland, UK",0
1636956,,Joseph Cranford,,0
1475089,nm1870927,Ian Rozylo,,0
132187,nm3224455,Don Jeanes,,0
56556,nm1746980,Michael Cassidy," Portland, Oregon, USA",0
1283051,nm4523348,Brian Call,,0
20795,nm0547339,Jean-Pierre Marielle,"Dijon, Côte-d'Or, France",0
79698,nm0811812,Andreas Sobik,,0
1908764,nm3908719,Dashell Zamm,,0
935701,nm4585500,Rohan Chand,"New York City, New York, USA",0
77335,nm0578853,Ben Mendelsohn,"Melbourne, Victoria, Australia",0
1231950,,Katie Sheridan,,0
15244,nm0472567,Ehren Kruger,,0
2452,nm0104376,Vanessa Branch,"London, England, UK",0
66653,nm0199637,Gregg Daniel,,0
105714,nm1370666,Lucas Fleischer,,0
1341,nm0947447,Donnie Yen,"Yuexiu District, Guangzhou, China",0
1286675,nm3621333,Jay Gates,,0
1599252,nm3689362,Erick Hayden,,0
1599256,,Stephane Cornicard,"Cherbourg, Manche, France",0
21485,nm0163703,Blake Clark,"Macon, Georgia, USA",0
110909,nm2373827,Rob Mayes,"Pepper Pike, Ohio, United States",0
52760,nm0197638,Alan Dale,"Dunedin, Otago, New Zealand",0
1990682,nm3917917,Mandela Bellamy,,0
166289,nm1133420,Apollonia Vanova,,0
96092,nm2922672,David Cook,"Houston, Texas, USA",0
1796502,,Danielle Tabor,,0
1118,nm0784884,Rade Šerbedžija,"Bunić, Croatia",0
2974,nm0950619,Roger Yuan,"Carbondale, Illinois, USA",0
48377,nm0107792,Alessandro Bressanello,"Venice, Italy",0
965219,nm2262926,Bambadjan Bamba,Abidjan - Ivory Coast,0
2351636,nm10135528,Zach Barack,,0
1817,nm0004802,Linda Cardellini,"Redwood City, California, USA",0
1709041,nm6934058,Joonas Suotamo,"Espoo, Finland",0
2312640,nm8915909,Caroline Kimmel,,0
77337,nm0777125,Aaron Schwartz,"New York City, New York, USA",0
545087,nm0131781,Jaime Camil,"Mexico City, Distrito Federal, Mexico",0
64102,nm0011478,Christopher Adamson,,0
1427863,nm0878741,Amanda Lucas,,0
1121,nm0001125,Benicio del Toro,"San Germán, Puerto Rico",1
1599257,nm0266815,Gary Fannin,"Florida, USA",0
2975,nm0000401,Laurence Fishburne,"Augusta, Georgia, USA",0
1768699,nm6280833,Tahlia Jade,"Wollongong, New South Wales, Australia",0
2351637,nm10522693,Zoha Rahman,,0
10959,nm0479471,Shia LaBeouf,"Los Angeles, California, USA ",0
1599258,,Sadao Ueda,,0
168946,nm0368386,Jamison Haase,Cedar Township - Minnesota - USA,0
1897459,,Qun Dong,,0
240024,nm1693223,Nick Blake,,0
1123,nm0065874,Andy Beckwith,,0
1691967,nm3980441,Jeff Dumas,,0
14950,nm0636235,Jim Norton,Dublin - Ireland,0
28186,nm0622145,Agathe Natanson,"Paris, France",0
1796505,,Leilah Sutherland,,0
1431398,nm2079627,Vince Pisani,,0
1371049,nm6247071,Billy Howle,"Stoke-on-Trent, Staffordshire, England, UK",0
1691970,,Alicia Regan,,0
31,nm0000158,Tom Hanks,"Concord, California, United States",2
1691971,,Richard Burden,,0
2351639,nm8271142,Tyler Luke Cunningham,,0
113916,nm0579914,Scott Menville,"Malibu, California, U.S.",0
1599260,nm2647349,Wai Wong,,0
2759935,,Ella Olssen,,0
1599261,,Eiji Mihara,,0
1456745,nm3601503,James Ciccone,"Park Slope, Brooklyn, New York, USA",0
1125,nm0001971,Ewen Bremner,"Edinburgh, Scotland, UK",0
1160181,nm3843144,Ser'Darius Blain,,0
52761,nm1216826,Igor Jijikine,"Moscow, RSFSR, USSR",0
207250,nm1185753,Maribeth Monroe,,0
1742694,nm5852482,Ross Green,,0
1315140,nm2859563,Bernardo Cubria,"Mexico City, Mexico",0
1796507,,David Holmes,,0
535,nm0270383,Russ Fega,,0
32,nm0000705,Robin Wright,"Dallas, Texas, USA",0
11178,nm0088066,Heather Bleasdale,,0
1599262,nm1276598,Tristan Matthiae,,0
1826048,nm8749478,David Dunston,,0
957038,nm1021531,Nigel Godrich,"Westminster, London, England",0
25703,nm1128572,Lake Bell,"New York City, New York, USA",0
1599263,,Bodo Friesecke,,0
152566,nm0641063,Dean O'Gorman,"Auckland, New Zealand",0
52762,nm0527945,Pasha D. Lychnikoff,"Moscow, USSR [now Russia]",0
1193832,nm0357396,Peter Hambleton,,0
53573,nm0472762,Olek Krupa,Rybnik - Slaskie - Poland,0
11179,nm0081801,Sean Biggerstaff,"Glasgow, Scotland",0
59803,nm0152312,Brenda Chapman,Illinois,1
2351641,nm10808756,Sebastian Viveros,,0
24607,nm0864900,Selva Rasalingam,,0
1709047,nm7282126,Cailey Fleming,"Mississippi, USA",0
1456750,nm2078999,Jeremy Sample,,0
154884,nm0205615,Vicki Davis,"Los Angeles, California, USA ",0
173163,nm0534730,Sonya Maddox,"Atlanta, Georgia, USA",0
1394464,nm6845005,Connor Zegenhagen,,0
1404450,nm3791575,Milynn Sarley,,0
66072,nm0119354,Michael Buffer,,0
1193833,nm4156656,Adam Brown,,0
20806,nm0141324,Silas Carson,"England, UK",0
11180,nm0103195,David Bradley,"York, North Yorkshire, England, UK",0
1796509,nm1008268,Will Theakston,,0
1048610,nm0370015,Luke Hawker,"Masterton, New Zealand",0
1995079,,David A. Thibodeau,,0
1550750,,David Holcomb,"Weston, Connecticut, USA",0
1765706,,Liliana Barba Meinecke,,0
1222428,nm2818492,Atandwa Kani,"Port Elizabeth, South Africa",0
20002,nm0916884,Flip Webster,,0
252527,nm0324597,Rusty Goffe,,0
70647,nm0140902,Lewis Carroll,"Daresbury, Cheshire, England, UK",0
1599266,,Noah Saavedra,"Oberpullendorf, Austria",0
1350918,nm1273099,Erik Sommers,,0
66668,nm1259016,Steve DeCastro,,0
1599267,,Francis Attakpah,,0
539,nm0502073,Thomas Lennon,"Chicago, Illinois, USA",0
1193834,nm1053536,Stephen Hunter,Wellington - New Zealand,0
1599268,,Michael Glantschnig,"Klagenfurt, Austria",0
11181,nm0000110,Kenneth Branagh,"Belfast, Northern Ireland, UK",0
1599269,,Marlon Boess,,0
1345950,nm4440305,Mark Stanley,,0
35,nm0000398,Sally Field,"Pasadena, California, USA",2
72305,nm0544334,Lesley Manville,"Brighton, England, UK",0
1405259,nm5395388,Krystian Godlewski,,0
3623,nm0025745,Elena Anaya,"Palencia, Palencia, Castilla y León, Spain",0
1315833,nm4223197,Jake Keiffer,,0
1146120,nm2995120,Toni Busker,,0
1781288,,Kathryn Bryding,,0
58475,nm0532815,Angus MacInnes,"Windsor, Ontario, Canada",0
1229345,nm1581584,Vineeta Rishi,,0
1193835,nm3892327,Robin Kerr,,0
11182,nm0166688,Veronica Clifford,"Stirling, Stirlingshire, Scotland, UK",0
10655,nm0680587,Leslie Phillips,"Tottenham, London, England, UK",0
47730,nm0828961,Jessica Hynes," London, England, UK",0
67367,nm0426059,Rian Johnson,"Silver Spring, Maryland, USA",0
1709053,nm3578394,Philicia Saunders,,0
7,nm0004056,Andrew Stanton,"Boston, Massachusetts, USA",2
880,nm0000255,Ben Affleck,"Berkeley, California, USA",2
20008,nm0795975,Joe Shuster,,0
48393,nm0770526,Victor Schefé,"Rostock, Germany",0
505710,nm3918035,Zendaya,"Oakland, California, USA",0
1146,nm0000365,Julie Delpy,"Paris, France",0
1691981,,Kristine Cabanban,,0
1278497,nm0932849,Lynne Wilmot,,0
11183,nm0173384,Eleanor Columbus,,0
1149345,nm0250048,Huw Edwards,,0
1083177,nm4826554,Charlie Rawes,"Colchester, Essex, England, UK",0
1120883,nm1092087,Sam Hargrave,,0
1796510,,Scot Fearn,,0
21505,nm0936298,Robert Wisdom," Washington, District of Columbia, USA",0
172069,nm1569276,Chadwick Boseman,"Anderson, South Carolina, USA",0
134698,nm0006522,Haydn Gwynne,"Hurstpierpoint, West Sussex, England, UK",0
71535,nm0437454,Tom Kane,"Overland Park, Kansas, USA",0
1452940,nm3555332,Nick Gracer,,0
1631358,nm5412083,Chris Redd,,0
1278499,nm1833012,Keith Dunphy,,0
1814862,nm5304562,Janmarco Santiago,,0
11184,nm0001116,Warwick Davis,"Epsom, Surrey, England, UK",0
72309,nm0402898,Kathryn Hunter,,0
119810,nm1406730,Geoff Gustafson,"Vancouver, British Columbia, Canada",0
1797040,,Alan J. Utley-Moore,,0
1834,nm0376602,Shirley Henderson,"Forres, Morayshire, Scotland",0
2467,nm0181920,James Cosmo,Clydebank - West Dunbartonshire - Scotland - UK,0
1599275,,Ziad Abaza,,0
39,nm0005222,Sam Mendes,"Reading, Berkshire, England, UK",1
139811,nm0147062,Mark Caven,"London, Ontario, Canada",0
72313,nm0928894,Robert Wilfort,"Porthcawl, Glamorganshire, Wales, UK",0
173866,,Alex Rice,"Quebec, Canada",0
1052209,nm1794753,Andrew Byron,Bath - Somerset - England - UK,0
1802792,,Leah West,,0
1599277,,Derek Horsham,,0
1572106,nm4194431,Verona Blue,"Ontario, Canada",0
71536,nm0003214,Matthew Wood,"Walnut Creek, California, USA",0
1729665,nm1049512,Erik Bauersfeld,,0
