nome_franquia,id_filme_TMDB
Godzilla (Millennium),10643
Singham,70590
Cocoon,11285
Fritz the Cat,12593
The Hills Have Eyes (Original),12262
Battle Royale,3176
Fright Night,11797
Child's Play,11249
The Craft,9100
Mad Max,8810
Manyeo The Witch,530254
Tanguy - Sag,2029
The Accidental Detective,522811
Digimon,571265
Iron Eagle,11037
Harold & Kumar,11282
Pokémon: Alternate Continuity,494407
The Spanish Apartment Trilog,1826
The Glass House,2176
Ernest,18935
God's Not Dead,347126
Bad Santa,338964
Air Bud,20737
Lucky Stars,63030
The Adventures of Tad Jone,121734
Space Battleship Yamato,48101
The Mighty Ducks,10680
Detective Conan,28808
Babysitting,331836
Missing in Action,15379
Revenge of the Nerds,16889
Bulletproof,10723
Recep Ivedik Serie,32926
Asterix and Obelix (Animation),9642
Deuce Bigalow,11453
The Benji,21299
异域（系列,322115
A Nightmare on Elm Street,10160
The Marine,8975
Ip Man,14756
Immaturi,56909
The Musketeers,2926
Death Wish,13939
Friday the 13th,9731
Police Story,9404
Dark Planet,16911
Friday the 13th,9725
Short Circuit,11966
Evil Dead,766
Shaft (Reboot),486131
Cheech & Chong,20197
Stir of Echoes,11601
Creepshow,16281
Flicka,14012
Pokémon,33875
The Man From Snowy River,24266
A Christmas Story,850
F/X,9873
Child's Play,11187
My Mom is a Character,203217
Porky's,23919
Police Story,11134
The Omen,10768
La Cage aux Folles,4484
Showgirls,10802
The Boy,555974
Vampires,9945
Tinker Bell,175112
Babysitting,262551
The Neverending Story,34584
Fate/Stay Night: Heaven's Feel,390635
Ong Bak,9316
Heavy Metal,11827
Digimon,97787
Godzilla (Heisei),39466
Godzilla (Heisei),39465
Godzilla (Millennium),36243
Evangelion,18491
Rebuild of Evangelion,15137
Witch Mountain,14821
Dostana,14071
National Lampoon's Van Wilder,11452
Torrente,1285
Fate/Stay Night: Heaven's Feel,390634
2 Days In...,1845
The Thing,1091
Dragon Ball Z Movies,39103
Police Academy,11825
Friday the 13th,10225
Attraction,401513
House,11415
Superman,11411
House of 1000 Corpses,1696
Half Past Dead,10167
Friday the 13th,10281
Species,10216
The Bad News Bears,19050
Three Heroes,52939
After,744275
Masti,220714
Planet of the Apes (Original),1685
Sniper,9545
The Wild Soccer Bunch,1264
Super Troopers,50022
Ringu,9669
Waiting,7553
American Pie (Spin-off),8277
Detective K,500378
See No Evil,10007
Dragon Ball Z Movies,39104
The Visitors,248705
Super Troopers,39939
[REC],10664
Ivan Tsarevich & the Grey Wolf,250895
Daddy Day Camp,14144
StreetDance,41592
A Nightmare on Elm Street,11596
Space Pirate Captain Harlock,192577
Gooische Vrouwen,63996
Macon County,42450
Godzilla (Heisei),12561
Godzilla (Heisei),6593
The Howling,11298
Power Rangers,6499
House of 1000 Corpses,2662
The Crow,10546
Lovey-Dovey,62732
Kvartet I,83456
The Delta Force,16113
Halloween,11357
Carrie,7341
The Accidental Detective,359460
Spirit,637693
Escape Plan,440471
Fate/Stay Night: Heaven's Feel,283984
Baaghi,391629
My Girl,11317
Naruto,118406
12 Rounds,17134
Saint Seiya,287590
Pet Sematary,10906
Norm of the North,276905
Upendra,286110
Niko,141614
Friday the 13th,11470
They Call Me Bruce,24830
USA: Land of Opportunities,553
Hellraiser,8766
Digimon,20455
Naruto,317442
Trainspotting,627
Barbie A Mermaid Tale,34134
Witch Mountain,14822
Dragon Ball Z Movies,24752
Detective Conan,21452
The Neverending Story,34636
On Deadly Ground -,14289
Outrage,121828
Shaolin Temple,10275
Six Degrees of Celebration,489648
Death Wish,24873
The Prophecy,11980
Ghostbusters,425909
Aashiqui,192558
Gabbar Singh,111836
Kahaani,82825
Gamera (Heisei),54433
Piranha,24831
Godzilla (Millennium),12636
The Sinbad,11940
Before...,80
Friday the 13th,10285
Padre no hay más que uno - Colecció,587272
The Karate Kid,11231
Highlander,12211
Wishmaster,10351
Tazz,574302
The Wild Soccer Bunch,51610
The Man with the Iron Fists,97430
Highlander,8010
Cheech & Chong,12695
Barbie A Mermaid Tale,91342
Gintama,732203
Dungeons & Dragons,11849
The Last Exorcism,146203
Grease,9037
Pee-wee's,30502
Halloween,10987
American Graffiti,33258
Machete,106747
Gamera (Heisei),60159
Don,17501
Recep Ivedik Serie,625489
Undisputed,15070
The Barrytown Trilog,11663
Padre no hay más que uno - Colecció,668742
The Little Polar Bear,9084
One Piece,44727
Crayon Shin-chan,507562
Doraemon,161822
Prom Night,36599
Elite Squad,7347
Crayon Shin-chan,163786
Kickboxer,10222
Iron Monkey,12780
Arthur,26044
The Secret of NIMH,11704
Cities of Love,12572
Hellraiser,9003
Children of the Corn,701121
Children of the Corn,10823
Hercule Poirot (Peter Ustinov),4192
Psycho,12662
Halloween,10676
Return of the Living Dead,10925
Scanners,24331
Scanners,9538
Magic Carpet Ride,30634
Poltergeist,10306
The Arrival,10547
Beastmaster,16441
The Blues Brothers,11568
Raaz,127498
Gamera (Heisei),59480
Creepshow,16288
Friday the 13th,10283
Candyman,10824
House of the Dead,11059
Marvel Cinematic Universe,566525
Marvel Cinematic Universe,524434
Marvel Cinematic Universe,429617
Marvel Cinematic Universe,315635
Marvel Cinematic Universe,497698
Marvel Cinematic Universe,299536
Marvel Cinematic Universe,299534
Marvel Cinematic Universe,24428
Marvel Cinematic Universe,271110
Marvel Cinematic Universe,10138
Marvel Cinematic Universe,284052
Marvel Cinematic Universe,99861
Marvel Cinematic Universe,284053
Marvel Cinematic Universe,10195
Marvel Cinematic Universe,68721
Marvel Cinematic Universe,299537
Marvel Cinematic Universe,284054
Marvel Cinematic Universe,1726
Marvel Cinematic Universe,1771
Marvel Cinematic Universe,283995
Marvel Cinematic Universe,76338
Marvel Cinematic Universe,363088
Marvel Cinematic Universe,102899
Marvel Cinematic Universe,100402
Marvel Cinematic Universe,1724
Marvel Cinematic Universe,118340
DC Extended Universe,436969
DC Extended Universe,791373
DC Extended Universe,464052
DC Extended Universe,495764
DC Extended Universe,49521
DC Extended Universe,287947
DC Extended Universe,209112
DC Extended Universe,297762
DC Extended Universe,297761
DC Extended Universe,297802
DC Extended Universe,141052
MonsterVerse,399566
MonsterVerse,373571
MonsterVerse,293167
MonsterVerse,124905
Middle-earth,122917
Middle-earth,49051
Middle-earth,120
Middle-earth,122
Middle-earth,121
Middle-earth,57158
Middle-earth,123
